serie_id,tipus,modo,indicador,any,mes,data,valor
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2021,3,2021-03-01,-5.8
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2021,4,2021-04-01,-2.8
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2021,5,2021-05-01,-0.3
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2021,6,2021-06-01,1.1
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2021,7,2021-07-01,1.5
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2021,8,2021-08-01,1.6
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2021,9,2021-09-01,1.7
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2021,10,2021-10-01,2.2
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2021,11,2021-11-01,3.0
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2021,12,2021-12-01,2.0
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2022,1,2022-01-01,2.6
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2022,2,2022-02-01,3.2
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2022,3,2022-03-01,3.4
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2022,4,2022-04-01,3.1
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2022,5,2022-05-01,3.6
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2022,6,2022-06-01,3.2
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2022,7,2022-07-01,2.9
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2022,8,2022-08-01,2.1
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2022,9,2022-09-01,1.1
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2022,10,2022-10-01,1.1
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2022,11,2022-11-01,0.6
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2022,12,2022-12-01,0.4
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2023,1,2023-01-01,1.3
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2023,2,2023-02-01,1.4
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2023,3,2023-03-01,1.7
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2023,4,2023-04-01,2.5
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2023,5,2023-05-01,3.0
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2023,6,2023-06-01,5.2
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2023,7,2023-07-01,5.7
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2023,8,2023-08-01,4.6
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2023,9,2023-09-01,3.3
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2023,10,2023-10-01,0.6
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2023,11,2023-11-01,1.1
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2023,12,2023-12-01,2.0
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2024,1,2024-01-01,1.9
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2024,2,2024-02-01,1.2
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2024,3,2024-03-01,1.9
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2024,4,2024-04-01,0.6
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2024,5,2024-05-01,0.6
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2024,6,2024-06-01,1.6
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2024,7,2024-07-01,1.9
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2024,8,2024-08-01,2.0
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2024,9,2024-09-01,1.7
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2024,10,2024-10-01,1.1
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2024,11,2024-11-01,0.7
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2024,12,2024-12-01,0.6
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2025,1,2025-01-01,0.3
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2025,2,2025-02-01,0.5
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2025,3,2025-03-01,-0.3
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2025,4,2025-04-01,0.1
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2025,5,2025-05-01,0.9
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2025,6,2025-06-01,2.4
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2025,7,2025-07-01,2.0
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2025,8,2025-08-01,2.0
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2025,9,2025-09-01,0.3
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2025,10,2025-10-01,-1.3
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2025,11,2025-11-01,-1.1
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2025,12,2025-12-01,-1.6
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2026,1,2026-01-01,-2.5
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2026,2,2026-02-01,-2.3
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2026,3,2026-03-01,-1.9
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2026,4,2026-04-01,-2.0
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2026,5,2026-05-01,-3.8
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2026,6,2026-06-01,-8.2
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación anual.,ocupacio,Pequeñas cadenas,var_anual,2026,7,2026-07-01,-8.4
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2016,8,2016-08-01,-0.3
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2016,9,2016-09-01,-1.3
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2016,10,2016-10-01,-0.7
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2016,11,2016-11-01,-0.1
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2016,12,2016-12-01,1.4
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2017,1,2017-01-01,-1.2
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2017,2,2017-02-01,-1.8
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2017,3,2017-03-01,0.8
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2017,4,2017-04-01,0.2
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2017,5,2017-05-01,0.8
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2017,6,2017-06-01,1.4
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2017,7,2017-07-01,1.0
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2017,8,2017-08-01,-0.6
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2017,9,2017-09-01,-1.0
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2017,10,2017-10-01,-1.0
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2017,11,2017-11-01,0.2
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2017,12,2017-12-01,1.4
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2018,1,2018-01-01,-1.9
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2018,2,2018-02-01,-0.9
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2018,3,2018-03-01,0.9
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2018,4,2018-04-01,0.3
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2018,5,2018-05-01,0.3
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2018,6,2018-06-01,1.9
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2018,7,2018-07-01,0.1
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2018,8,2018-08-01,-0.4
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2018,9,2018-09-01,-0.8
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2018,10,2018-10-01,-0.3
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2018,11,2018-11-01,0.7
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2018,12,2018-12-01,1.4
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2019,1,2019-01-01,-2.1
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2019,2,2019-02-01,-1.2
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2019,3,2019-03-01,0.3
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2019,4,2019-04-01,0.4
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2019,5,2019-05-01,0.2
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2019,6,2019-06-01,2.0
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2019,7,2019-07-01,0.1
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2019,8,2019-08-01,-0.2
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2019,9,2019-09-01,-1.4
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2019,10,2019-10-01,-0.3
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2019,11,2019-11-01,-0.2
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2019,12,2019-12-01,1.4
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2020,1,2020-01-01,-2.1
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2020,2,2020-02-01,-1.6
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2020,3,2020-03-01,-2.3
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2020,4,2020-04-01,-2.2
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2020,5,2020-05-01,-1.3
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2020,6,2020-06-01,1.0
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2020,7,2020-07-01,0.7
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2020,8,2020-08-01,0.3
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2020,9,2020-09-01,-1.3
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2020,10,2020-10-01,-0.5
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2020,11,2020-11-01,-0.3
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2020,12,2020-12-01,1.2
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2021,1,2021-01-01,-2.5
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2021,2,2021-02-01,-1.1
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2021,3,2021-03-01,0.1
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2021,4,2021-04-01,1.0
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2021,5,2021-05-01,1.2
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2021,6,2021-06-01,2.4
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2021,7,2021-07-01,1.2
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2021,8,2021-08-01,0.4
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2021,9,2021-09-01,-1.1
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2021,10,2021-10-01,0.0
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2021,11,2021-11-01,0.4
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2021,12,2021-12-01,0.3
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2022,1,2022-01-01,-2.0
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2022,2,2022-02-01,-0.6
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2022,3,2022-03-01,0.3
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2022,4,2022-04-01,0.6
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2022,5,2022-05-01,1.8
Total Nacional. Ocupación (mensual). Comercio al por menor sin Estaciones de Servicio (47 sin 473). Pequeñas cadenas. Variación mensual.,ocupacio,Pequeñas cadenas,var_mensual,2022,6,2022-06-01,1.9
